-5.73	-5.88	-4.06	-0.45	5.26	6.02	2.15	1.57	-1.41	-1.18	-2.43	0.01	4.12	4.79	5.03	2.67	0.32	-0.86
-4.39	-4.18	-3.71	0.05	5.26	3.31	2.18	0.41	-1.76	-2.8	-3.65	-0.29	4.08	6.07	4.59	2.27	1.3	-0.65
-2.92	1.33	-2.01	-6.49	-6.08	-2.12	2.29	2.85	6.17	0.38	1.57	1.79	-3.37	4.17	-0.67	0.18	5.34	0.83
0.99	0.98	1.22	0.4	-0.21	-0.62	-1.01	-1.02	-1.52	-0.2	-1.15	0.88	0.15	0.25	-1.18	2.51	-1.79	-0.03
-3.28	-2.33	-1.13	-4.11	-4.44	-6.77	-2.01	1.42	4.53	5.59	4.38	4.29	1.13	1.48	-1.11	0.82	2.39	4.15
3.8	2.37	3.27	0.92	0.46	-1.82	-3.89	-4.19	-3.32	-0.63	0.26	1.07	1.54	0.41	-1.47	0.62	-3.91	-0.21
-0.15	-1.29	-1.79	-2.22	-1.85	-0.43	0.12	0.68	0.59	0.56	1.34	1.94	-0.07	0.49	0.21	2.07	-0.19	2.31
-2.21	-0.63	1.05	1.96	1.39	0.45	-0.48	-0.4	-3.48	0.7	-0.64	1.94	2.16	1.53	-1.22	0.62	-1.5	-0.03
-1.97	0.14	2.89	2.17	-0.46	-0.87	-2.54	-2.49	-4.92	0.89	4	4.33	1.98	0.37	-1.36	-0.42	-3.62	0.87
-1.17	4.05	0.97	0.19	-0.5	-0.62	-0.76	-0.63	-2.66	-1.94	-0.13	1.49	0.38	-0.58	0.35	0.74	-1.65	0.4
1.81	0.74	-1.63	-0.07	-2.13	-3.58	-2.01	-2.1	-0.86	1.28	2.85	1.86	0.29	0.66	1.23	-1.47	0.46	1.3
-0.49	-1.36	-0.72	-0.8	0.36	-0.51	0.55	0.8	0.31	0.6	-0.26	-0.37	-1.63	0.16	1.3	1.42	1.59	0.58
-0.52	-0.67	0.64	0.86	0.75	-0.03	-0.02	-0.13	-0.94	0.16	0.06	0.27	0.29	0.41	-0.34	-0.66	0.5	-0.5
-2.79	-1.8	3.24	4.73	3.88	0.56	-1.83	-3.61	-5	-2.23	1.92	4.97	4.61	1.73	0.21	-2.07	-2.89	-3.13
-0.27	-0.63	-1.24	-2.13	-3.23	-4.43	-0.9	1.15	6.21	3.24	2.81	1.07	0.02	-0.58	-3.92	1.26	1.52	1.77
-1.85	-2.11	-1.16	-1.78	-1.92	-3.69	-0.69	3.36	5.55	5.08	3.52	2.74	-0.2	-1.45	-2.79	-0.95	-0.7	2.06
-0.35	-0.52	0.62	-1.09	-1.53	-2.48	0.05	1.34	0.9	1.64	-0.35	0.05	-0.69	0.45	-0.27	1.63	0.35	1.05
-0.61	0.25	1.14	-3.62	0.14	-0.8	-0.23	-0.09	-0.16	0.96	0.13	0.54	-0.43	1.69	-0.19	0.86	0.28	0.9
-0.2	-1.51	-0.94	-1.2	0.18	0.26	-0.44	2.27	-0.86	-0.71	-0.13	0.35	0.15	1.53	1.45	1.38	0.72	-0.14
-1.32	2.42	1.55	1.15	-2.45	-1.46	-0.12	-0.63	-0.63	-1.14	-0.83	0.58	-1.27	0.78	2.03	1.34	-0.74	2.06
-1.02	0.08	0.45	-0.24	-0.6	-2.52	-0.83	1.26	0.94	0.41	1.06	0.84	-1.9	-1.03	-0.27	1.55	0.14	1.77
0.89	-0.61	1.14	-0.91	0.25	0.12	-1.58	-0.05	-2.46	0.56	0.13	1.14	-0.11	1.24	-0.78	-0.46	0.79	0.54
4.14	3.67	-3.6	-2.45	-5.37	-3.29	-6.55	-0.09	-8.52	0.85	3.23	5.01	4.92	1.9	1.45	1.46	1.08	0.15
-1.12	0.1	1.08	0.83	1.71	0.08	0.34	-0.71	-2.46	-0.81	-0.45	1.07	0.69	0.41	1.12	1.1	-1.9	-0.9
0.31	-0.48	0.56	-1.87	-1.38	-1.71	-0.05	1.19	0.94	0.78	0.67	0.8	-0.38	0.33	-0.01	0.94	-0.16	0.15
-1.44	-1.34	1.74	-1.87	-4.09	-4.46	-3.28	1.5	3.87	3.31	2.91	1.86	-0.92	0.7	-2.2	0.94	1.52	2.78
0.09	0.16	1.71	-0.04	0.29	-1.06	-1.05	-0.25	-0.98	0.23	-0.19	1.22	-0.25	0	-0.49	-0.06	-0.7	0.58
-0.18	-1.11	-1.24	-1.29	-0.03	0.74	1.19	1.57	0.47	-1.47	-1.18	-0.64	0.42	0.66	0.21	1.51	1.15	1.26
-2.24	-2.81	-1.41	-0.53	1.6	0.45	2.54	-0.05	0.98	1.28	-0.61	0.8	0.82	0.08	1.19	0.78	0.32	0.54
0.02	0.08	1.49	0.05	0.04	-1.28	0.66	0.37	0.27	-0.85	0.64	-0.98	-0.34	-0.66	0.39	-1.19	1.26	-0.9
0.45	0.56	0.21	0.4	-0.14	-1.31	-0.19	-0.83	-0.16	0.67	-0.32	0.5	0.51	0	-0.92	-0.18	-0.67	0.72
1.35	1.86	1.14	0.08	-1.42	-0.21	-1.54	-0.71	-0.51	1.36	1.09	-0.18	-0.87	-1.24	-1.43	-0.18	-1.28	-0.11
0.31	1.75	2.29	-0.36	-1.7	-1.28	1.37	1.46	2.97	1.97	3.29	3.19	0.33	-1.57	-3.11	-5.04	-4.16	-4.28
-1.73	2.64	0.59	-2.31	-1.81	0.12	1.47	1.03	0.78	-0.42	-0.74	-2	-2.25	0.12	1.81	1.38	1.41	-0.25
-1	0.54	3.52	2.69	0.82	-1.35	-1.19	-3.65	-2.93	0.23	1.89	2.85	2.29	-0.54	-2.13	-1.15	-1.47	-1.47
-0.71	0.36	0.26	-1	0.96	-0.8	0.02	-0.28	-0.94	-0.06	0.58	0.01	0.15	1.11	0.5	-0.06	0.35	-0.32
5.98	0.76	-1.24	-0.33	-2.06	-0.73	-2.08	-0.86	-4.34	-0.38	1.28	0.92	0.15	0.12	-2.09	2.15	-0.78	0.36
0.31	0.63	0.81	-1.03	-0.53	-1.9	1.47	0.03	0.82	0.6	-0.8	-1.01	-0.16	-0.46	0.35	-0.22	0.75	-0.25
-0.35	3.06	4.56	3.13	1.57	-1.31	-1.62	-3.73	-2.85	-0.96	-0.45	0.31	0.51	-2.35	-0.81	-1.27	-0.56	-1.58
-0.06	2.46	3.49	2.43	1.14	-1.71	-0.73	-3.54	-2.23	-0.53	-0.16	0.16	0.38	-1.2	-0.56	-0.99	-1.07	-1.19
0.26	-0.61	0.51	-0.39	0.68	0.08	1.05	-0.05	0.31	-1	0.38	0.01	-0.74	0.25	0.65	0.22	-0.19	-1.37
7.14	1.09	-1.16	-1.9	-2.2	-1.42	-2.96	-2.22	-2.03	-1.36	1.22	1.41	0.78	1.15	-0.27	0.82	-1.14	-0.25
-1.68	-0.54	1.49	3.33	0.36	0.23	-1.37	0.65	-3.63	-1.5	0.35	1.3	1	0.37	-0.6	2.31	-0.52	-1.51
-1.82	-1.75	-0.48	-0.27	0.36	0.52	1.05	1.73	0.86	-0.09	0.19	-0.86	-0.65	0.54	0.97	1.06	1.08	-0.03
0.14	0.28	0.43	0.08	-0.28	0.19	0.09	0.22	-0.08	0.2	-0.7	-0.22	0.51	0.74	-1.36	-1.15	0.72	0.54
0.02	-0.45	0.26	-0.71	0	-1.64	0.76	1.42	0.94	-0.34	0.54	-1.09	-0.87	-0.04	1.01	-0.22	1.05	-0.47
-0.15	0.47	0.4	0.31	-0.89	-0.03	-0.87	-0.98	0.31	-1.03	1.34	0.39	-0.16	-0.58	-0.16	0.9	-0.56	0.62
-0.64	-1.8	-0.97	-1.61	-0.92	-2.26	1.26	1.38	3.24	1.25	1.69	-1.36	-1.23	-1.57	0.68	-0.22	3.81	1.05
-0.49	0.96	-0.4	0.13	-1.14	0.7	-0.69	-1.21	-0.35	1.86	-0.7	1.03	-0.02	-0.21	-2.06	1.22	0.28	0.98
-0.3	0.3	0.18	-0.65	-3.55	-1.31	-2.75	0.68	1.72	3.02	2.75	1.18	-1.36	-0.99	-1.98	1.71	0.14	1.01
-2.87	-0.34	1.49	2.02	0.64	0.34	-2.61	-1.72	-1.76	-2.04	0.61	3.11	2.87	2.31	0.54	1.22	-1.28	-1.15
-0.03	0.36	0.67	0.13	0.14	0.81	0.05	1.3	0.51	-1.14	-1.09	-1.05	-1.63	-0.21	-0.3	1.26	-0.37	0.04
-2.96	-1.53	3.6	4.38	2.13	1.03	-2.22	-2.53	-3.17	-3.17	2.14	4.78	2.56	0.58	-1.25	-0.18	-1.98	-1.91
-1.41	-0.03	1.77	2.69	0.22	1.47	-1.33	-0.83	-1.95	-0.38	0.61	0.96	0.42	0.49	-0.81	-0.38	-1.18	-0.86
-0.59	0.32	1.9	2.6	1.49	0.78	-0.02	-2.07	-2.58	-0.85	-0.26	1.03	1.58	0.29	-0.45	-2.23	-0.45	-1.76
5.76	3.3	1.82	-0.74	-1.42	-1.09	0.05	0.1	-0.39	-1.83	-1.57	-3.33	-1.05	0.29	-2.49	-2.27	-0.78	-0.03
4.38	2.37	1.25	-1.14	-0.25	-1.13	-0.09	1.11	0.35	-1.5	-0.1	-3.74	-0.56	-0.37	-0.56	-1.47	-1.14	-1.65
2.88	0.56	0.26	-0.16	0.5	-0.69	-0.48	-1.14	-1.09	1.28	-0.48	0.24	-1.09	-1.16	-1.07	-0.42	0.06	-0.39
-1.78	-2.24	-2.23	-0.04	0.46	1.58	-0.16	0.41	-0.98	-4.54	-1.25	0.16	2.78	3.42	3.24	3.8	1.66	0.26
0.41	0.47	1.16	1.01	0.22	-1.28	-0.27	-1.17	-0.16	0.23	0.67	0.2	0.73	0	-0.96	-1.07	-1.36	-0.18
-0.81	-0.72	-0.15	0.8	2.21	0.81	1.01	-0.9	-1.33	-0.42	-0.61	1.11	1.85	1.28	0.32	-0.79	-1.65	-1.04
-0.71	-1.36	-0.31	0.22	1.92	1.07	1.62	-0.71	-0.47	-1.32	-0.8	0.65	1.13	1.57	0.94	0.54	-1.25	-1.04
-2.16	-0.3	1.79	3.07	0.53	0.45	-1.69	-0.09	0.47	-1.79	0	1.75	1.13	-0.58	-0.01	0.74	-2.23	-0.79
-1.41	-0.78	0.29	1.7	-0.42	0.04	-1.86	-1.33	0.19	0.45	2.46	1.71	0.69	0.7	-0.92	0.78	-1.28	-0.36
-1.32	-0.23	0.64	1.76	0.71	0.81	-1.65	-0.67	-0.43	-0.81	0.64	1.33	1.71	0.29	-0.16	-0.18	-1.65	-0.43
-1.56	0.03	0.34	0.95	-0.03	0.3	-1.54	-0.36	1.25	-1.43	1.28	0.84	1.45	-0.41	-0.63	0.34	1.08	-0.25
-0.86	2.5	-0.91	-1.64	-1.28	-2.01	-1.3	-1.76	-1.09	3.45	4.13	2.81	1.18	-0.41	-1.07	-1.51	-1.87	0.47
4.43	-1	-0.72	-0.74	-1.03	0.34	-1.4	-4	-3.44	2.33	2.88	2.85	1.85	1.2	-0.74	-2.03	-0.99	-1.33
-1.7	-0.19	0.45	-0.36	-0.46	-1.28	0.8	-0.52	0.98	1.25	1.79	1.18	1.67	-0.54	-0.52	-1.91	-0.16	0.26
-0.42	1.03	0.95	-0.51	-0.42	-1.61	-0.02	-0.36	0.12	0.52	1.28	0.31	-0.96	-0.99	0.21	0.14	-0.41	-0.03
-0.95	-0.28	1.57	2.4	0.68	-0.07	-0.66	-0.86	-1.88	-0.2	0.64	1.68	0.91	-0.08	-0.74	-1.23	-0.34	-1.19
-0.78	-0.21	-0.42	0.86	0.78	1.18	-0.87	0.34	0.59	-1.5	0.26	-0.37	0.2	1.28	0.06	1.06	-1.07	-0.57
-1.22	-0.83	1.74	3.07	2.31	0.19	-0.23	-2.8	-3.01	-1	0.67	3.27	3.01	0.29	-0.41	-1.95	-1.58	-1.65
0.53	0.23	1.79	1.62	0.89	-1.39	0.09	-2.22	-1.06	0.16	-0.38	-0.11	-0.25	-0.74	-1.11	-0.91	-0.67	0.44
-2.41	-0.43	-2.09	-1.26	-2.49	-0.07	-3.64	-1.52	-1.92	4.14	6.3	3.34	1.4	1.77	-0.19	0.62	-0.16	0.8
-0.88	0.14	1.68	-0.07	-0.03	0.45	-0.55	-0.48	-0.12	1.1	-0.22	0.73	-1.27	-0.7	-0.27	-0.14	0.57	-0.47
-2.09	-0.54	1.08	1.35	0.96	0.34	-2.5	-0.36	-1.41	-1.61	1.98	1.52	0.33	1.2	0.13	1.75	-0.81	-0.47
-0.69	-0.01	0.7	1.21	0.64	1.25	0.55	0.34	-2.11	0.23	-0.7	0.24	0.24	0.21	0.13	-0.06	0.46	-0.5
-0.39	2.37	0.4	-0.8	-0.18	-2.04	-0.41	0.41	1.37	-0.71	1.15	0.69	0.73	1.2	0.43	0.02	-1.54	0.44
-0.27	0.69	0.97	1.35	-0.32	-1.09	-2.01	-0.44	-0.08	-0.56	1.31	-0.07	-0.56	-0.46	0.17	0.9	-0.74	-0.03
-1.17	-0.39	-0.26	-0.68	-0.57	0.59	1.97	0.88	0.7	0.2	-0.48	-0.71	-1.45	0.37	0.54	1.42	-0.34	0.51
-3.62	-0.5	-3.54	-5.68	-5.4	-6.81	-0.02	2.04	6.1	5.77	4.99	3.27	3.14	-0.33	-0.56	-0.95	2.1	4.25
-0.35	0.43	-1.68	-4.23	-1.88	-5.09	-1.9	-4.54	-3.01	5.66	7.07	5.27	4.79	1.24	0.61	-0.58	-2.45	1.95
-0.06	0.23	0.97	0.98	-0.07	-1.5	-2.54	-0.21	1.76	0.09	2.53	0.35	-0.78	-1.28	-1.14	0.14	-0.99	0.33
5.25	0.39	1.3	0.83	0.29	-1.2	-0.9	-1.83	-0.74	-0.81	0.54	0.73	-0.87	-1.53	-1.33	-1.99	-0.45	-1.87
-1.41	0.98	-0.97	-2.07	0.14	0.89	1.97	1.42	0.94	-0.6	-0.42	-1.54	-1.58	0.62	1.19	1.63	-0.05	-0.21
-1.75	-1.78	1.41	3.04	2.88	0.85	-2.54	-3.23	-1.6	-2.51	3.1	4.14	2.65	1.36	-0.12	0.1	-2.74	-2.3
-1.9	-1.05	0.64	0.6	1.6	1.73	0.69	0.03	-1.33	-2.19	-0.99	0.2	1.18	1.32	1.34	-0.1	0.28	-0.32
-0.73	-0.43	-1.24	-0.88	-0.82	0.41	0.76	0.26	0.35	0.13	-0.96	0.05	0.11	0.29	0.17	0.54	1.26	0.69
0.07	-0.59	-0.45	1.3	1.57	-0.29	-0.09	-1.91	-0.39	-1.1	0.19	0.46	0.64	0.82	0.43	-0.22	0.32	-0.61
-3.13	-1.45	-0.97	-2.54	-0.78	0.15	-0.19	2.62	2.73	2.33	1.28	-0.22	-3.72	-4.5	-0.63	2.91	2.36	1.91
-1.07	-1.58	-1.98	-1.87	-0.6	-0.4	1.3	0.84	1.45	0.56	0.35	0.27	0.29	1.24	0.83	1.18	1.52	0.72
-0.18	-0.52	-0.67	-0.04	-1.31	-0.51	-1.72	-0.52	1.21	1.79	1.73	0.24	-0.16	-0.21	-0.45	0.54	-0.05	1.34
-0.03	2.24	0.59	-0.19	-1.7	-1.61	-2.25	-0.56	2.27	0.7	1.73	0.24	0.56	0.04	-0.63	0.62	-0.48	0.54
-3.67	-3.37	-3.76	0.13	4.52	4.19	3.07	-0.32	-0.7	-2.59	-2.46	-0.94	4.17	4.5	4.04	1.22	0.28	-1.47
-3.55	-4.98	-3.92	-0.77	4.87	4.3	3.68	0.3	-0.9	-2.95	-2.94	-1.7	4.17	5.36	5.43	2.31	0.68	-1.19
0.11	0.52	0.78	1.01	-1.03	-0.84	-0.48	0.76	1.21	-1.14	0.35	1.03	-1.54	0.58	-3.08	-1.67	-1.79	2.02
-0.13	-0.67	0.04	-0.56	0.93	0.37	1.65	-0.48	-0.08	-0.71	-0.64	-1.7	-0.2	0.54	1.67	0.82	0.43	-0.65
0.04	-0.01	-0.2	-0.88	-0.14	-1.09	1.76	-0.01	1.48	0.6	0.22	-0.9	0.33	-1.24	0.72	-0.95	0.75	-0.39
-0.54	-0.28	0.81	1.03	-0.07	0.48	0.2	-0.32	-0.27	-1.07	1.41	1.07	0.91	-0.62	-0.12	-0.95	-0.16	-1.65
-1.1	-1.82	-0.29	0.31	1.53	2.21	0.91	-0.63	-0.63	-1.83	1.15	0.96	2.16	0.82	1.16	-0.91	-0.27	-1.83
-0.39	-1.11	-1.49	-0.01	0.11	1.25	1.4	2.74	-0.43	-1.18	-1.47	-0.94	0.69	-0.37	0.83	-0.46	1.88	-0.97
-1	-1.09	0.37	0.8	1.89	-0.58	-1.51	-2.18	0.12	-0.45	3.55	0.08	0.24	-0.25	1.27	1.02	-1.87	-1.19
1.45	-1.11	1.05	1.33	0.53	-2.45	-3.89	-3.81	-1.76	-0.81	5.02	2.58	3.01	-0.33	2.25	-0.38	-2.56	-1.15
-0.13	0.14	-0.53	0.77	-1.35	0.81	-1.58	0.22	0.86	-0.63	0.96	-0.18	0.47	0.29	-0.56	0.74	-0.52	0.4
0.26	1.4	1.66	1.01	0.89	-1.64	-0.55	-2.76	-1.52	0.92	0.19	-0.11	1.63	0.12	-0.7	-1.63	-0.63	-0.57
0.19	-1.07	-0.86	-0.68	-0.42	0.26	0.91	0.57	0.59	1.39	-0.38	-1.36	-1.05	0.25	0.35	0.86	0.68	0.76
0.28	-0.48	0.07	-0.36	-1.99	-0.47	0.23	-1.68	-0.74	-0.67	0.06	0.46	2.16	0.66	1.7	-0.06	-0.01	-0.93
-0.49	-1.38	0.29	0.31	1.25	1.58	-0.09	-1.1	-1.21	0.38	-0.42	0.65	-0.2	0.49	0.68	0.38	0.39	-0.65
0.72	0.74	0.73	1.01	1.46	-0.47	0.48	-1.17	-0.39	-0.74	0.19	-1.17	0.33	-0.33	0.35	-1.31	-1.07	-0.9
-1.63	-0.23	-0.29	0.34	-0.53	0.96	-1.79	0.61	0.59	1.21	0.99	0.43	-0.07	-0.08	0.06	1.26	-0.27	-0.54
-0.81	-0.17	0.56	2.63	2.56	1.77	0.69	-2.14	-1.72	-1.03	-0.93	0.31	1.67	0.08	0.13	-1.63	-0.85	-1.51
-0.66	-0.76	-1.13	-0.77	-1.67	-1.31	-0.87	-0.32	1.13	2.22	1.73	0.39	0.38	0.49	0.65	1.79	-0.67	0.94
-0.66	-0.08	-0.15	1.09	0.82	0.48	-0.37	0.3	-1.25	-0.31	-0.26	0.96	1.22	-0.21	-0.27	-0.95	0.97	-1.04
-0.03	0.83	-0.75	-0.21	-0.92	0.3	0.27	-0.05	-0.51	0.16	-0.86	0.27	0.56	0.25	0.83	0.34	0.86	-0.21
-2.79	-0.89	0.56	-1.2	-1.21	2.17	1.51	1.42	0	-2.55	-0.74	-0.67	-0.43	1.03	2.11	3.63	-0.05	-0.9
5.71	5.28	6.23	6.15	6.12	2.76	0.3	1.03	0.23	-3.67	-1.89	-5.75	-6.27	-5.94	-5.19	-5.33	-6.31	-5.65
-2.07	-0.85	0.67	0.25	1.46	-0.4	-1.79	-0.21	0.78	0.99	2.08	3.8	3.63	1.98	0.79	0.22	-3.36	-3.38
-0.78	-1.14	0.53	0.74	2.21	1.36	1.15	0.26	-0.7	-0.16	-0.8	0.54	1.45	0.49	0.9	-0.34	0.28	-0.32
-0.06	-0.08	0.86	-0.71	-2.45	0.56	0.37	-0.4	0.74	-0.81	3.45	-0.45	-0.69	-1.61	-0.7	-0.79	0.06	-0.57
-1.66	0.47	-0.42	1.91	0.39	0.85	-0.98	-0.01	0.19	-2.04	-0.42	1.26	0.73	0.91	0.43	0.82	-0.52	-1.22
-0.52	1.11	0.86	2.37	-0.1	0.63	-1.58	-0.94	-0.74	-1.21	0.03	1.03	1.22	0.04	-0.63	-0.66	-0.99	-1.15
-4.27	-0.65	0.43	3.13	1.21	1.14	-2.04	-0.98	-2.07	-0.89	2.46	3.72	2.16	1.15	0.32	0.54	-2.01	-1.4
-3.96	1.8	4.06	2.23	-0.46	-0.14	-2.18	-2.38	-0.31	0.63	1.22	1.14	0.29	0.29	-1.11	-0.42	-1.76	-0.18
-1.44	-0.17	2.12	2.58	0.68	-2.08	-2.04	-1.87	1.05	-0.42	1.47	2.7	0.15	-0.66	0.35	-1.87	-0.96	-0.54
-1.22	-0.89	-1.02	-0.85	0.5	0.56	2.43	1.73	0.47	-0.27	-1.34	-1.47	0.64	0.66	1.74	0.34	0.83	-0.68
-0.39	0.43	-0.07	0.45	-0.6	-0.91	-0.37	-0.05	-0.2	0.09	0.06	0.69	-0.25	-1.69	1.49	-0.3	0.79	0.33
-0.61	0.47	1.3	0.34	-4.05	-1.53	-4.31	4.01	0.59	3.56	2.46	2.4	-0.47	-0.5	-2.02	0.02	-0.23	1.88
0.26	0.56	1.96	1.47	-1.14	-1.75	-1.47	-1.14	-0.35	0.89	1.82	1.3	0.82	-0.66	-1.07	-1.83	-1.79	0.33
-0.88	-1.38	-1.38	0.16	1.35	0.81	1.9	0.65	0	-0.74	-0.74	-0.6	0.6	0.78	1.19	0.54	0.64	-0.83
1.04	0.23	1.03	1.88	2.35	1.69	1.15	-0.25	-1.29	-2.01	-1.57	-0.83	-0.16	-0.12	0.03	-1.35	-0.52	-2.95
1.45	2.37	2.34	2.31	1	-0.4	-0.05	-0.59	-1.6	-0.96	-1.12	-0.37	-1.32	-1.9	-1.36	-1.63	-1.25	-1.19
-1.1	-0.72	1.03	0.48	1	0.48	0.94	-0.67	-1.33	-1.1	-0.45	0.58	0.33	1.28	1.23	0.62	0.32	-1.04
-0.86	-0.28	1.22	0.74	1.17	-0.73	0.23	-1.33	-0.27	0.13	0.74	0.39	1.22	0.16	-0.16	-1.03	-0.41	-1.01
-2.67	-2.77	-0.56	-0.71	-0.67	-1.17	0.76	1.26	2.73	1.61	1.54	0.12	-0.47	-0.46	1.34	0.78	2.39	0.4
-2.14	-0.17	2.89	2.23	-0.53	0.04	-3.92	-1.14	-0.63	0.09	3.23	3.72	0.02	-0.12	-1.14	0.3	-2.23	-1.11
-2.43	-0.36	2.72	2.52	-1.78	0.34	-2.75	-1.48	-1.56	1.21	2.72	3.76	0.06	0.29	-1.47	-0.5	-1.14	-0.47
-0.18	-0.7	-1.57	2.05	-0.25	0.37	1.33	3.7	0	-0.96	1.66	-0.52	-1.99	-1.2	1.38	2.99	-1.47	3.25
-0.95	-0.81	2.61	2.63	-0.57	-1.13	-1.22	-2.34	-1.52	0.05	2.21	2.43	1.4	-0.17	0.21	-0.87	-1.07	-1.73
-5.56	1.18	2.04	4.67	1.78	1.99	-1.62	-2.1	-4.42	-3.38	0.16	5.16	4.34	4.74	0.79	-0.18	-3.51	-3.06
-3.23	-1.42	-1.38	0.45	0.61	2.28	1.12	1.69	0.16	0.2	0.13	0.39	0.33	1.32	-0.12	1.26	-0.27	-0.25
0.09	-0.74	0.23	-0.16	0.93	1.11	0.3	-0.56	-1.56	-0.85	0.54	0.46	-0.29	0.74	0.65	-0.34	0.28	-0.72
1.25	0.05	0.32	-0.3	0.14	-1.86	1.15	0.99	-0.7	-1.21	-0.58	-0.94	-0.78	0.87	1.01	-0.26	0.39	-0.32
2.32	0.25	-0.15	-0.71	0.29	0.81	-1.08	0.41	-0.55	-2.59	-0.1	-0.29	-0.16	0.33	1.08	1.55	-0.48	-1.8
-1.92	-2.13	-1.71	-0.71	0.85	2.72	1.62	1.81	0.47	-1.07	-1.15	-1.85	-0.25	0.99	2.4	1.51	1.81	0.15
-0.93	2.31	-0.89	-0.45	-1.92	1.25	0.52	2.31	1.05	-0.13	-0.29	-0.83	-1.45	-1.03	-1.33	-0.02	0.32	0.76
-3.55	-1.58	2.89	4.38	2.53	1.69	-2.75	-2.65	-4.22	-1.97	1.06	4.74	3.05	1.44	0.06	0.42	-1.9	-2.52
-0.88	1.62	0.53	-1.58	-3.7	2.1	2.08	2.85	0.86	-0.74	-0.32	-0.75	-2.39	-1.57	-0.3	2.11	-0.56	0.08
